Titulo,Contenido,Fecha,Fuente,Categoria,Autor,Link,Clasificacion,Narrativa
1726729119377858595,"O sea, pide que nos dejen en manos de unos gºlpistas y de un dictador de 💩
@PSOE 
@dreynders @CharlesMichel @ComisionEuropea 
@thetimes @Corriere 
Nos dijeron antes de las elecciones que JAMÁS HABRÍA AMNISTÍA. 
FRAUDE ELECTORAL DE UNOS GOLPISTAS. 
Me van a detener a mí también? https://t.co/GmzkJlhTTu",2023-11-20 22:27:57+00:00,https://twitter.com/carol_dlrm/status/1726729119377858595,Tweet,carol_dlrm,https://twitter.com/carol_dlrm/status/1726729119377858595,Tweet,
1725590954588152176,El mayor fraude electoral en México ya se está planeando https://t.co/VgUWcdSAVj,2023-11-17 19:05:18+00:00,https://twitter.com/kahoca/status/1725590954588152176,Tweet,kahoca,https://twitter.com/kahoca/status/1725590954588152176,Tweet,
1726600171881140323,100% fraude electoral lo sabemos https://t.co/IRYV7NR2LP,2023-11-20 13:55:34+00:00,https://twitter.com/XEUSHOU12/status/1726600171881140323,Tweet,XEUSHOU12,https://twitter.com/XEUSHOU12/status/1726600171881140323,Tweet,
1726630032293220500,"¿El principio del FRAUDE ELECTORAL?
Uta! Que nivel el de los chairos https://t.co/JTjfLgm2jW",2023-11-20 15:54:13+00:00,https://twitter.com/de_don61347/status/1726630032293220500,Tweet,de_don61347,https://twitter.com/de_don61347/status/1726630032293220500,Tweet,
1726440964355420502,"Debemos entender que la victoria de Javier Milei en Argentina es por el mismo principio que ganó Bernardo Arevalo en Guatemala.

NO ES Izquierda o Derecha.

Es el voto de un pueblo cansado de lo mismo.
No se dejen engañar por discursos estúpidos y de odio que dividen! https://t.co/N6DzPxRibU",2023-11-20 03:22:56+00:00,https://twitter.com/Frank_Castle8/status/1726440964355420502,Tweet,Frank_Castle8,https://twitter.com/Frank_Castle8/status/1726440964355420502,Tweet,
1725181466861052182,"¿Cuántos españoles hubieran votado @PSOE de saber que estaban pactando la #amnistía que negaban? 😳 ¡¡Y desde Marzo!! #FraudeElectoral 

 https://t.co/292bH84zjC",2023-11-16 15:58:08+00:00,https://twitter.com/PaquiVicente/status/1725181466861052182,Tweet,PaquiVicente,https://twitter.com/PaquiVicente/status/1725181466861052182,Tweet,
1724155730134003915,"Lloran, patalean, acusan fraude electoral y chicanadas, amenazan con dejar el partido o contender en algún otro pero al final se someten y López los dobla, los humilla, los traiciona y los pisa como jergas sucias. 
La dignidad para ellos no es nada, lo que cuenta es el hueso. https://t.co/vq2FbUuUC4",2023-11-13 20:02:13+00:00,https://twitter.com/bereaguilarv/status/1724155730134003915,Tweet,bereaguilarv,https://twitter.com/bereaguilarv/status/1724155730134003915,Tweet,
1724750517434196227,Soy el único que sospecha que el gobierno está preparando el fraude electoral más grande de la historia Argentina?,2023-11-15 11:25:42+00:00,https://twitter.com/ferdejuana/status/1724750517434196227,Tweet,ferdejuana,https://twitter.com/ferdejuana/status/1724750517434196227,Tweet,
1726300226817036492,Una nueva metodología de fraude electoral: la mafia de los enanos. https://t.co/epykXQyYYM,2023-11-19 18:03:41+00:00,https://twitter.com/BiondiniCesar/status/1726300226817036492,Tweet,BiondiniCesar,https://twitter.com/BiondiniCesar/status/1726300226817036492,Tweet,
1724426771834032395,"Strategy, RPG, MMO and endless action — see what Hero Wars has to offer 🔥🔥",2023-11-14 13:59:15+00:00,https://twitter.com/HeroWarsWeb/status/1724426771834032395,Tweet,HeroWarsWeb,https://twitter.com/HeroWarsWeb/status/1724426771834032395,Tweet,
1723864696757907596,LE TIRÓ LA DEL FRAUDE ELECTORAL CON LOS ULTIMOS SEGUNDOS QUE LE SOBRARON https://t.co/dkx0FXTDgf,2023-11-13 00:45:46+00:00,https://twitter.com/Joaconel/status/1723864696757907596,Tweet,Joaconel,https://twitter.com/Joaconel/status/1723864696757907596,Tweet,
1726387829800886563,"Imagino que, ahora que ha ganado, Milei ya no va a alentar dudas sobre el proceso electoral. Massa ha reconocido su derrota y le ha felicitado. Si hubiera sido al revés, la derecha estaría en las calles diciendo que ha habido fraude electoral y que han dado un golpe de Estado. https://t.co/KKwwktaNBe",2023-11-19 23:51:48+00:00,https://twitter.com/leyresantosv/status/1726387829800886563,Tweet,leyresantosv,https://twitter.com/leyresantosv/status/1726387829800886563,Tweet,
1724350291489726490,"Durante años todo el PSOE  y sus ministros han dicho q la amnistía era inconstitucional 

Fueron a las elecciones diciendo q no la habría

Hacer lo contrario es un monumental fraude electoral

Será un gobierno legal, pero  sin legitimidad democrática 

https://t.co/8ggOA4qTtk",2023-11-14 08:55:21+00:00,https://twitter.com/Rafa_Hernando/status/1724350291489726490,Tweet,Rafa_Hernando,https://twitter.com/Rafa_Hernando/status/1724350291489726490,Tweet,
1726336067635454452,Este gobierno quiere hacer un fraude electoral y quieren quitar del camino cualquiera que sea un estorbo a sus oscuros intereses. https://t.co/AjaKKYNMx9,2023-11-19 20:26:06+00:00,https://twitter.com/rmartinelli/status/1726336067635454452,Tweet,rmartinelli,https://twitter.com/rmartinelli/status/1726336067635454452,Tweet,
1726509021413200322,"🚨Atentos a la secuencia de radicalización del @ppopular hacia algo muy peligroso. 

➖Aznar: “El que pueda hacer, que haga”

➖Condenan violencia en sedes del @PSOE pero ojo, con peros, no de forma rotunda.

➖Ayuso habla de dictadura y Gamarra de “fraude electoral”.

➖Siguen calentando la calle y hablan de “golpe de Estado”, “humillación”, un Apocalipsis nacional.

➖Tras votar investidura, señalan en sus redes a los diputados socialistas con la palabra “traidor”.

➖Miembros del PP piden o incitan a atentar contra @sanchezcastejon.

¿A qué os recuerda esta forma de actuar? ¿Os parece propia de un partido democrático o se parece más a otra cosa? 👇🏻",2023-11-20 07:53:22+00:00,https://twitter.com/nenedenadie/status/1726509021413200322,Tweet,nenedenadie,https://twitter.com/nenedenadie/status/1726509021413200322,Tweet,
1723870217812557952,Siguen saliendo verdades.  No hay enemigo más fuerte contra la democracia q un fraude electoral.  Gracias ⁦@MPguatemala⁩ https://t.co/3QIuI38arD,2023-11-13 01:07:42+00:00,https://twitter.com/JuanTR18/status/1723870217812557952,Tweet,JuanTR18,https://twitter.com/JuanTR18/status/1723870217812557952,Tweet,
1722284090769178861,"Es hora que empieces a ser vos el protagonista del Juego 🏆

En #BetWarrior tenés 200% de bono sobre tu primer depósito para que puedas jugar👊

¿Qué estás esperando?",2023-11-08 16:05:00+00:00,https://twitter.com/BetWarrior_Arg/status/1722284090769178861,Tweet,BetWarrior_Arg,https://twitter.com/BetWarrior_Arg/status/1722284090769178861,Tweet,
1724445549523357996,"Si te prendes al fraude electoral, vas a ir preso, porque es un delito, ellos nunca van presos.
Decime por si o por no, vale la pena perder la libertad por ellos? Pensalo dos veces! la única forma de que gane Massa es con el fraude que te pide a vos hacer!
#Noalfraudeelectoral https://t.co/JuwJKU94Hw",2023-11-14 15:13:52+00:00,https://twitter.com/PEREZMARCELOD/status/1724445549523357996,Tweet,PEREZMARCELOD,https://twitter.com/PEREZMARCELOD/status/1724445549523357996,Tweet,
1724534620497105081,"Núñez Feijóo, que prometió no Gobernar con Vox y lo hace ya en cinco Comunidades Autónomas y más de cien ayuntamientos, dice ahora que es inmoral y un fraude electoral hacer lo contrario de lo que se promete.",2023-11-14 21:07:48+00:00,https://twitter.com/JC_C_A/status/1724534620497105081,Tweet,JC_C_A,https://twitter.com/JC_C_A/status/1724534620497105081,Tweet,
1724327434722361784,"🚨ALERTA BULO👇🏻

⭕️En los últimos días, hemos escuchado al @ppopular afirmar que Pedro Sánchez ha ganado las elecciones gracias a un fraude electoral. Según ellos, el hecho de que el @PSOE no incluyera en su programa la amnistía y ahora la esté aplicando sería considerado como un fraude electoral. Sin embargo, es importante entender qué se considera realmente como fraude electoral.

➖El fraude electoral en España se refiere a cualquier acción que busque manipular o distorsionar el proceso de elecciones con el objetivo de obtener resultados fraudulentos o deshonestos. Algunas situaciones que podrían ser consideradas como fraude electoral en España incluyen:

1. Voto múltiple: Esto ocurre cuando una persona vota más de una vez en la misma elección, ya sea utilizando nombres diferentes o duplicando su participación de alguna manera.

2. Compra de votos: Cuando se ofrece dinero, regalos u otros beneficios a los votantes a cambio de su voto por un candidato o partido político específico.

3. Suplantación de identidad: Esto sucede cuando alguien finge ser otra persona para emitir un voto en su nombre.

4. Manipulación de resultados: Cuando se alteran los resultados de una elección mediante la modificación física de las papeletas o del recuento de votos.

5. Coacción o intimidación: Esto sucede cuando se amenaza o presiona a los votantes para que voten por un candidato o partido específico o cuando se les impide ejercer su derecho al voto libremente.

6. Uso de información privilegiada: Cuando se utiliza información confidencial, como datos personales de los votantes, para influir en el resultado de las elecciones.

Es importante destacar que todas estas acciones son consideradas ilegales y están penadas por la ley. Por lo tanto, la pregunta que surge es, ¿cuál de estos supuestos se aplica a Pedro Sánchez? 
Ninguno, el @ppopular cuando hace esta acusación simplemente está mintiendo con el claro objetivo de hacer ver al gobierno de @sanchezcastejon como ilegítimo, para crispar y polarizar más la calle retorciendo conceptos de una forma perversa.",2023-11-14 07:24:31+00:00,https://twitter.com/nenedenadie/status/1724327434722361784,Tweet,nenedenadie,https://twitter.com/nenedenadie/status/1724327434722361784,Tweet,
1724460378602475594,Por acá viendo como siguen llorando los chairos por el fraude electoral. https://t.co/4tRDeRb6SK,2023-11-14 16:12:47+00:00,https://twitter.com/ChairoHater502/status/1724460378602475594,Tweet,ChairoHater502,https://twitter.com/ChairoHater502/status/1724460378602475594,Tweet,
1725598386101899477,"Comunistas kichneristas terroristas del #ForoDeSaoPaulo socios de la casta corrupta del #CastroChavismo enfrentan a toda la #Argentina que unida abraza las ideas de la #Libertad
¡A defender cada voto con los fiscalizadores del siniestro #FraudeElectoral !
#MileiPresidente2023 🇦🇷 https://t.co/GLtQ6JhujV",2023-11-17 19:34:49+00:00,https://twitter.com/FrancoisBedoya/status/1725598386101899477,Tweet,FrancoisBedoya,https://twitter.com/FrancoisBedoya/status/1725598386101899477,Tweet,
1724347935603736832,Fraude Electoral a favor de Carlos Fernando Galán. Claudia López: https://t.co/gdmZ3KhqYc,2023-11-14 08:45:59+00:00,https://twitter.com/Alfonso_272073/status/1724347935603736832,Tweet,Alfonso_272073,https://twitter.com/Alfonso_272073/status/1724347935603736832,Tweet,
1717455663033446806,"🚨 THE DAY HAS COME!  

We are changing crypto FOREVER today.",2023-10-26 08:18:33+00:00,https://twitter.com/DeDotFi/status/1717455663033446806,Tweet,DeDotFi,https://twitter.com/DeDotFi/status/1717455663033446806,Tweet,
1725553428590461374,Esta bicha mentirosa ahora dice que no tiene pruebas de fraude electoral!!Frente al Fiscal relativizó la denuncia ..Mientras tanto agitan y agitan las mentiras!!😠 https://t.co/1NJXHTbAtD,2023-11-17 16:36:11+00:00,https://twitter.com/cristinachaca2/status/1725553428590461374,Tweet,cristinachaca2,https://twitter.com/cristinachaca2/status/1725553428590461374,Tweet,
1724617305399648704,"Esto se llama fraude electoral. 
La corrupción K no tiene límites https://t.co/l6xghfnZ9W",2023-11-15 02:36:22+00:00,https://twitter.com/Chino24046451/status/1724617305399648704,Tweet,Chino24046451,https://twitter.com/Chino24046451/status/1724617305399648704,Tweet,
1723794494259073315,lusu cubito después de cometer fraude electoral pero tener nueva skin de alcalde hot https://t.co/JZqMQHPjGS,2023-11-12 20:06:48+00:00,https://twitter.com/luqiteras/status/1723794494259073315,Tweet,luqiteras,https://twitter.com/luqiteras/status/1723794494259073315,Tweet,
1724385289353740753,"#Loultimo en Noticias Caracol
  muchas  irregularidades en las Elecciones  Regionales muestran un evidente Fraude Electoral,
Y motivan a la corrupta Claudia López a lanzarse a la Presidencia en el 2026,  para intentar llegar de la misma forma. https://t.co/6YNpZKyHPW",2023-11-14 11:14:25+00:00,https://twitter.com/Alfonso_272073/status/1724385289353740753,Tweet,Alfonso_272073,https://twitter.com/Alfonso_272073/status/1724385289353740753,Tweet,
1724335549262016673,"🔴Un poco de hemeroteca👇🏻 

➖Según el @ppopular es “fraude electoral” que un partido haga cosas contrarias a las que dijo en campaña. 

Viajemos hasta 2012 y revisemos todas y cada una de las promesas que hizo @marianorajoy en campaña y lo que realmente hizo después. 👇🏻 https://t.co/1Sb2YStG0X",2023-11-14 07:56:46+00:00,https://twitter.com/nenedenadie/status/1724335549262016673,Tweet,nenedenadie,https://twitter.com/nenedenadie/status/1724335549262016673,Tweet,
1723742963686097232,"Hace 4 años mi madre  @JeanineAnez (Hoy #PresaPolítica) asumió la Presidencia del Estado Plurinacional de Bolivia, como consecuencia del fraude electoral perpetrado por #EvoMorales 
Su Libertad inmediata debe ser el reconocimiento a el Estado Constitucional de Derecho. https://t.co/NGyeBUjldE",2023-11-12 16:42:02+00:00,https://twitter.com/caroriberanez/status/1723742963686097232,Tweet,caroriberanez,https://twitter.com/caroriberanez/status/1723742963686097232,Tweet,
1723765568975647022,"Cuando por esta red comenzamos a postear  fraude electoral no mentiámos.
El audio para ustedes. https://t.co/JYBat67mRe",2023-11-12 18:11:52+00:00,https://twitter.com/Chino24046451/status/1723765568975647022,Tweet,Chino24046451,https://twitter.com/Chino24046451/status/1723765568975647022,Tweet,
1724426771494240540,Welcome To The Best MMORPG🔥🔥,2023-11-14 13:59:15+00:00,https://twitter.com/HeroWarsWeb/status/1724426771494240540,Tweet,HeroWarsWeb,https://twitter.com/HeroWarsWeb/status/1724426771494240540,Tweet,
1725596942053372332,"Terrorismo semillero:
- Caso Toma USAC
- Falsificación de Firmas
- Fraude Electoral
-Financiamiento Ilícito Internacional 
- Bloqueos ilegales
- Ataque a Diputados al salir del Congreso

Todo esto en menos de año y media… ¿qué no harían en el poder? https://t.co/jc2UUoTWli",2023-11-17 19:29:05+00:00,https://twitter.com/Guate_Inmortal_/status/1725596942053372332,Tweet,Guate_Inmortal_,https://twitter.com/Guate_Inmortal_/status/1725596942053372332,Tweet,
1724016675354288145,"Continúan las denuncias de Fraude Electoral en las pasadas Elecciones Regionales en los Formularios E-14
Esto es grave si al Pueblo le da la p
gana puede sacar estos impostores pero hace  respetar su Democracia! Galán ILEGITIMO! https://t.co/jG7mgmUYkp",2023-11-13 10:49:40+00:00,https://twitter.com/Alfonso_272073/status/1724016675354288145,Tweet,Alfonso_272073,https://twitter.com/Alfonso_272073/status/1724016675354288145,Tweet,
1724328041185251422,"Los Bogotanos no vamos apoyar Alcaldes hasta que no esclarezcan esas irregularidades en los formularios E-14 Claudia López, hubo un evidente Fraude Electoral y su candidato Carlos Galán es el más cuestionado: https://t.co/pQeSstWBCF",2023-11-14 07:26:56+00:00,https://twitter.com/Alfonso_272073/status/1724328041185251422,Tweet,Alfonso_272073,https://twitter.com/Alfonso_272073/status/1724328041185251422,Tweet,
1726263550946222127,"Fraude electoral 🗳️🤔: 5 situaciones que se usan para denunciarlo y que no son suficientes para probarlo 

https://t.co/zWlIdUfxmj https://t.co/CQTHw3UTxw",2023-11-19 15:37:57+00:00,https://twitter.com/Chequeado/status/1726263550946222127,Tweet,Chequeado,https://twitter.com/Chequeado/status/1726263550946222127,Tweet,
1726062351751807087,Si esto no es fraude electoral ¿cómo se llama entonces? https://t.co/93mWq7ZGFw,2023-11-19 02:18:28+00:00,https://twitter.com/Chino24046451/status/1726062351751807087,Tweet,Chino24046451,https://twitter.com/Chino24046451/status/1726062351751807087,Tweet,
1726635156755083657,"📍Mañana se realizará la audiencia de primera declaración del caso Usac, con el que el Ministerio Público busca defender el fraude electoral en Usac. 

📍Acompáñennos mañana a las 9 a.m. a las afueras de Torre de tribunales, para que los golpistas sepan que Marcela Blanco, Eduardo Velázquez, Rodolfo Chang, Alfredo Beber y Javier de León #NoEstánSolos.",2023-11-20 16:14:35+00:00,https://twitter.com/rochaeta/status/1726635156755083657,Tweet,rochaeta,https://twitter.com/rochaeta/status/1726635156755083657,Tweet,
1726729159919943803,"Por lo visto son TWINS
GEMELOS separados 🤣🤣🤣
 Floreceran 💩🌱💩 https://t.co/CoAoQRQ9VG",2023-11-20 22:28:07+00:00,https://twitter.com/caroarba63/status/1726729159919943803,Tweet,caroarba63,https://twitter.com/caroarba63/status/1726729159919943803,Tweet,
1724064693835206852,"🚨Siguen saliendo mas verdades de los hijos de pu¶@ fraudulentos

👉No hay enemigo más fuerte contra la democracia que un fraude electoral:

❌60 muertos inscritos.
❌8 mil firmas y huellas dactirales falsificadas.
❌3 mil personas que no existen.
❌Fraude electoral en la primera vuelta y segunda vuelta.

👉¡A la cárcel por CORRUPTOS y DELINCUENTES!

👏Gracias ⁦@MPguatemala⁩...",2023-11-13 14:00:29+00:00,https://twitter.com/JorgePhilips2/status/1724064693835206852,Tweet,JorgePhilips2,https://twitter.com/JorgePhilips2/status/1724064693835206852,Tweet,
1725514100497584511,"Preocúpense por Europa que la tienen nadando en la mierda y después hablamos.
Ustedes son cómplices del FRAUDE ELECTORAL.
Así que vuelen a la V... https://t.co/DpCYhgS8jS",2023-11-17 13:59:54+00:00,https://twitter.com/de_don61347/status/1725514100497584511,Tweet,de_don61347,https://twitter.com/de_don61347/status/1725514100497584511,Tweet,
1725273092019155261,"La Unión Europea está profundamente preocupada por los intentos intensificados de socavar los resultados electorales de Guatemala mediante acciones legales y procesales selectivas y arbitrarias, como las recientes redadas y las órdenes de detención",2023-11-16 22:02:13+00:00,https://twitter.com/HansMagnusson11/status/1725273092019155261,Tweet,HansMagnusson11,https://twitter.com/HansMagnusson11/status/1725273092019155261,Tweet,
1726713364297212325,"Este es el hombre mas odiados por los venezolanos (a) q ha llevado a nuestro país a la peor miseria, un hombre que ha llegado a Miraflores bajo fraude electoral y aun así con 95% de rechazo quiere seguir eternizándose en el poder .Venezuela tenemos que salir de este engendro 2024",2023-11-20 21:25:21+00:00,https://twitter.com/Liza60695454/status/1726713364297212325,Tweet,Liza60695454,https://twitter.com/Liza60695454/status/1726713364297212325,Tweet,
1726652218022240264,"Hoy lunes #20Nov no te puedes perder una nueva edición del programa más visto por las venezolanas y venezolanos, #ConMaduroMás a las 7:00 pm. ¡No te lo puedes perder! @NicolasMaduro @MinSaludVE @Somosivss @ConCiliaFlores https://t.co/9SYYSbEuED",2023-11-20 17:22:23+00:00,https://twitter.com/MagaGutierrezV/status/1726652218022240264,Tweet,MagaGutierrezV,https://twitter.com/MagaGutierrezV/status/1726652218022240264,Tweet,
1724313012482318609,¿Hay un gran fraude electoral a la sociedad española por parte de Pedro Sánchez ? Ley de Amnistía https://t.co/yxnozyGVs1,2023-11-14 06:27:13+00:00,https://twitter.com/PoostNeews/status/1724313012482318609,Tweet,PoostNeews,https://twitter.com/PoostNeews/status/1724313012482318609,Tweet,
1726242790038819331,"¡NO ME ROMPAN LAS PELOTAS!  

¿De ganar por un momento 
tras la noche, el resultado 
reflejará lo votado? 
¿Querrán volver con el cuento 
del punto uno por ciento? 
La máquina pervertida 
tantas veces, repetida 
la del fraude electoral 
con Indra en el decimal
perderá hoy la partida.  

#Argentina #Indra #Milei",2023-11-19 14:15:27+00:00,https://twitter.com/PianoNocturno/status/1726242790038819331,Tweet,PianoNocturno,https://twitter.com/PianoNocturno/status/1726242790038819331,Tweet,
1725571743681520078,"🚨 THE DAY HAS COME!  

We are changing crypto FOREVER.

Join the Revolution. 👇",2023-11-17 17:48:57+00:00,https://twitter.com/DeDotFi/status/1725571743681520078,Tweet,DeDotFi,https://twitter.com/DeDotFi/status/1725571743681520078,Tweet,
1725828608206270728,"Declaración de Trump anoche en Mar-a-Lago, Florida: “Tenemos muchas pruebas del fraude electoral (en 2020) y espero presentarlas en mis juicios”.
Apuesto a que cuando lo haga los medios tendrán un apagón informativo general o dirán aquello tan socorrido de: “nada que ver aquí” https://t.co/2r2klcgtP8",2023-11-18 10:49:39+00:00,https://twitter.com/JamesNavaCom/status/1725828608206270728,Tweet,JamesNavaCom,https://twitter.com/JamesNavaCom/status/1725828608206270728,Tweet,
1726231720373207408,La Dirección de Seguridad Exterior de Francia sospecha que Sánchez cometió fraude electoral en el voto por correo: La DGSE compartió con la inteligencia alemana un informe en donde se señalarían pruebas de fraude del Gobierno de España en las elecciones municipales y nacionales.,2023-11-19 13:31:28+00:00,https://twitter.com/VirginiaSanroma/status/1726231720373207408,Tweet,VirginiaSanroma,https://twitter.com/VirginiaSanroma/status/1726231720373207408,Tweet,
1726376468555444525,"El fraude electoral, masivo y a gran escala era solo si ganaba el peronismo. Ahora que ha ganado Milei ha sido una elección limpia, modélica.",2023-11-19 23:06:39+00:00,https://twitter.com/PiedrafitaMario/status/1726376468555444525,Tweet,PiedrafitaMario,https://twitter.com/PiedrafitaMario/status/1726376468555444525,Tweet,
1726257152451580052,🚨 ¡URGENTE! Swifties denuncian fraude electoral debido a la falta de boletas de Taylor Swift. https://t.co/ClwH2n8Hot,2023-11-19 15:12:32+00:00,https://twitter.com/argmusicfacts/status/1726257152451580052,Tweet,argmusicfacts,https://twitter.com/argmusicfacts/status/1726257152451580052,Tweet,
1726505031602430439,"📺Otra hemeroteca que nos muestra el “fraude electoral” de Ayuso 👇🏻

➖Año 2021, @IdiazAyuso asegura en la asamblea de Madrid que no está dispuesta a derogar las leyes LGTBI de la región.

➖Año 2023, Ayuso recorta los derechos de las leyes trans y contra la LGTBIfobia de Madrid.

La reforma eliminará el derecho al reconocimiento de la identidad de género libremente manifestada, así como el derecho al libre desarrollo de la personalidad y a ser tratado de acuerdo a la identidad de género. También se diluirá el reconocimiento del colectivo en los centros educativos y la administración, y se eliminará el código sancionador específico para las infracciones que vulneren los derechos de las personas trans e intersexuales. 

Tanto esta reforma como otra para la norma contra la LGTBIfobia serán aprobadas por la vía de urgencia gracias a la mayoría absoluta del PP en la Asamblea regional de Madrid

Más información sobre todo lo que se lleva por delante, aquí 👇🏻
https://t.co/4E46dVKvWj",2023-11-20 07:37:31+00:00,https://twitter.com/nenedenadie/status/1726505031602430439,Tweet,nenedenadie,https://twitter.com/nenedenadie/status/1726505031602430439,Tweet,
1726379883930980528,"@miguelhotero Vivimos una época donde el fraude electoral es un secreto a voces, todos lo sabemos. https://t.co/BMURki3jxT",2023-11-19 23:20:13+00:00,https://twitter.com/oranaries/status/1726379883930980528,Tweet,oranaries,https://twitter.com/oranaries/status/1726379883930980528,Tweet,
1725848132804546698,"🚨ESCUCHEN LO QUE DICE ESTE VI€J0 HIJO DE PU¶@

👉CLARO QUE SÍ HUBO FRAUDE ELECTORAL, QUE NO ANDE HABLANDO M!ERD@S

👉SABER QUE HUESO LE OFRECIERON AL ANCIANO DECRÉPITO, POR ESO YA SE VOLVIÓ ALIADO SEMILLERO

👉PRONTO PAGARÁN TODOS LOS M@LD!T0S, NADIE POR ENCIMA DE LA LEY...

#SemillaYaEstaMuerto",2023-11-18 12:07:14+00:00,https://twitter.com/JorgePhilips2/status/1725848132804546698,Tweet,JorgePhilips2,https://twitter.com/JorgePhilips2/status/1725848132804546698,Tweet,
